orf1	gene1	type	orf2	gene2	descr	ref	evi
YNL271c	BNI1	genetic	YIL159w	BNR1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YJL020c	BBC1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YJL095w	BCK1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YJL187c	SWE1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YKL048c	ELM1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YKR047w	YKR047w	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YKR048c	NAP1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YKR054c	DYN1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR190w	YLR190w	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR200w	YKE2	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR262c	YPT6	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR319c	BUD6	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR330w	CHS5	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YLR425w	TUS1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YMR294w	JNM1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YMR299c	YMR299c	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YNL119w	YNL119w	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YNL233w	BNI4	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YNL289w	PCL1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YNL298w	CLA4	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YOR058c	ASE1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	physical	YOR122c	PFY1	two hybrid	9082982	902.01.01.02.01.07,902.01.09.01
YNL271c	BNI1	physical	YOR122c	PFY1	two hybrid	9774458	902.01.01.02.01.07,902.01.09.01
YNL271c	BNI1	genetic	YOR269w	PAC1	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YOR327c	SNC2	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YPL065w	VPS28	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YPL086c	ELP3	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YPL161c	BEM4	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	genetic	YPL174c	NIP100	Synthetic Genetic Array: inviable double mutant, synthetic lethal	11743205	902.01.01.02.02.02.01,902.01.09.02
YNL271c	BNI1	physical	YPR165w	RHO1	two hybrid		902.01.01.02.01.07,902.01.09.01
YOR269w	PAC1	physical	YJR112w	NNF1	two hybrid interaction between coiled-coil motifs (74­140, 113­187)	11087867	902.01.01.02.01.07,902.01.09.02
YOR269w	PAC1	physical	YJR112w	NNF1	two hybrid interaction between coiled-coil motifs (74­140, 59­187)	11087867	902.01.01.02.01.07,902.01.09.02
YNL272c	SEC2	genetic	YOR122c	PFY1	sec2-41 mutants are synthetic lethal with pfy1-111; sec2-41 mutants are synthetically lethal with pfy1-111; synthetic lethal		902.01.01.02.02.02.01
YNL272c	SEC2	genetic	YOR326w	MYO2	myo2-66 sec2-41 is synthetic lethal	9472039	902.01.01.02.02.02.01
YNL273w	TOF1	physical	YMR048w	CSM3	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YNL273w	TOF1	physical	YOL006c	TOP1	two hybrid; in vitro binding	10028183	902.01.01.02.01.07,902.01.09.01
YNL277w	MET2	physical	YBR119w	MUD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL277w	MET2	physical	YKL028w	TFA1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL279w	PRM1	physical	YOL108c	INO4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNL285w	YNL285w	physical	YPL245w	YPL245w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL287w	SEC21	genetic	YPL010w	RET3	ret3 sec21 are synthetic lethal; ret3 shows synthetic lethality with sec21		902.01.01.02.02.02.01
YNL289w	PCL1	physical	YPL031c	PHO85	see	9520600	902.01.01.02.01
YNL298w	CLA4	genetic	YPL256c	CLN2	cla4 mutant is lethal in the absence of Cln1p and Cln2p	7649470	902.01.01.02.02.02.01
YNL299w	TRF5	genetic	YOL115w	TRF4	synthetic lethal	8710513	902.01.01.02.02.02.01
YNL308c	KRI1	physical	YIL105c	YIL105c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL309w	STB1	physical	YOL004w	SIN3			902.01.01.02.01
YNL309w	STB1	physical	YOL004w	SIN3	two hybrid; copurification	9393435	902.01.01.02.01.07,902.01.09.01
YNL311c	YNL311c	physical	YKL001c	MET14	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNL314w	DAL82	physical	YNL314w	DAL82	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNL314w	DAL82	physical	YOR047c	STD1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNL316c	PHA2	physical	YFL051c	YFL051c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL317w	PFS2	physical	YPR107c	YTH1	affinity chromatography	10619842	902.01.01.02.01.02
YNL321w	YNL321w	physical	YJL159w	HSP150	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL327w	EGT2	physical	YLL039c	UBI4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL329c	PEX6	physical	YKL197c	PEX1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNL330c	RPD3	physical	YOL004w	SIN3	two hybrid; affinity chromatography; coimmunoprecipitation	9150136	902.01.01.02.01.02,902.01.01.02.01.01
YNL330c	RPD3	physical	YOL004w	SIN3	two hybrid; coimmunoprecipitation	9234741	902.01.01.02.01.07,902.01.01.02.01.01
YNL331c	AAD14	physical	YNL331c	AAD14	two hybrid	10655498	902.01.01.02.01.07,902.01.09.02
YNL331c	AAD14	physical	YNL331c	AAD14	two hybrid IST hits: 44	11283351	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YFL059w	SNZ3	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YMR095c	SNO1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YMR096w	SNZ1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YNL333w	SNZ2	two hybrid	10655498	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YNL333w	SNZ2	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNL333w	SNZ2	physical	YNL334c	SNO2	two hybrid	10655498	902.01.01.02.01.07,902.01.09.02
YNL334c	SNO2	physical	YFL059w	SNZ3	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YNL334c	SNO2	physical	YJR048w	CYC1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL334c	SNO2	physical	YNL333w	SNZ2	two hybrid IST hits: 5	11283351	902.01.01.02.01.07,902.01.09.02
YNR003c	RPC34	physical	YPR190c	RPC82	two hybrid	8407894,2547163	902.01.01.02.01.07,902.01.09.01
YNR004w	YNR004w	physical	YPL157w	YPL157w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNR006w	VPS27	physical	YHL002w	YHL002w	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YNR007c	AUT1	physical	YBL078c	AUT7	two hybrid IST hits: 5	11283351	902.01.01.02.01.07,902.01.09.02
YNR007c	AUT1	physical	YBR217w	APG12	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR007c	AUT1	physical	YHR171w	APG7	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR010w	CSE2	physical	YOR174w	MED4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNR011c	PRP2	genetic	YPL218w	SAR1	secretion defects observed in prp2-mutants are due to the splicing defect of SAR1 pre-mRNA	9819400	902.01.01.02.02
YNR012w	URK1	physical	YDR020c	YDR020c	two hybrid IST hits: 21	11283351	902.01.01.02.01.07,902.01.09.02
YNR012w	URK1	physical	YDR510w	SMT3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR012w	URK1	physical	YJR056c	YJR056c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR012w	URK1	physical	YNL078w	JIP1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR012w	URK1	physical	YNR012w	URK1	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YNR013c	PHO91	physical	YBR274w	CHK1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNR022c	YNR022c	physical	YPR119w	CLB2	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNR024w	YNR024w	physical	YER022w	SRB4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR028w	CPR8	physical	YJL045w	YJL045w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR028w	CPR8	physical	YNL187w	YNL187w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR030w	ECM39	physical	YBR231c	AOR1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR037c	RSM19	physical	YBR197c	YBR197c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR046w	YNR046w	physical	YDR140w	FYV9	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNR050c	LYS9	physical	YNL292w	PUS4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR051c	BRE5	physical	YDR126w	PSL10	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR051c	BRE5	physical	YDR259c	YAP6	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR051c	BRE5	physical	YER151c	UBP3	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNR052c	POP2	physical	YDR259c	YAP6	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR052c	POP2	physical	YOR047c	STD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNR065c	YNR065c	physical	YLR174w	IDP2	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNR068c	YNR068c	physical	YNR069c	YNR069c	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YNR068c	YNR068c	physical	YNR069c	YNR069c	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNR074c	YNR074c	physical	YDR503c	LPP1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YNR075w	COS10	physical	YLL012w	YLL012w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL001w	PHO80	physical	YPL031c	PHO85	ankyrin repeats of PHO81 interact with PHO85-PHO80 complex and inhibit their kinase activity	12136213	902.01.01.02.01.01
YOL003c	YOL003c	physical	YER115c	SPR6	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL006c	TOP1	physical	YMR233w	YMR233w	two hybrid IST hits: 6	11283351	902.01.01.02.01.07,902.01.09.02
YOL006c	TOP1	physical	YNL099c	YNL099c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL006c	TOP1	genetic	YOL115w	TRF4	synthetic lethal	8895658	902.01.01.02.02.02.01
YOL014w	YOL014w	physical	YKR021w	YKR021w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL015w	YOL015w	physical	YDR107c	YDR107c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL015w	YOL015w	physical	YHR167w	THP2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL015w	YOL015w	physical	YPR171w	YPR171w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL016c	CMK2	physical	YOR007c	SGT2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL018c	TLG2	physical	YFL056c	AAD6	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL018c	TLG2	physical	YMR153w	NUP53	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL018c	TLG2	physical	YOR327c	SNC2		 9565594	902.01.01.02.01
YOL018c	TLG2	physical	YOR327c	SNC2	coimmunoprecipitation	9565594	902.01.01.02.01.01
YOL020w	TAT2	physical	YEL017w	YEL017w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL020w	TAT2	physical	YNL097c	PHO23	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL030w	YOL030w	physical	YJR003c	YJR003c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL030w	YOL030w	physical	YJR055w	HIT1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL031c	YOL031c	physical	YLR412w	YLR412w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL034w	YOL034w	physical	YOR324c	YOR324c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL039w	RPP2A	physical	YOL014w	YOL014w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL042w	NGL1	physical	YLR172c	DPH5	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL051w	GAL11	genetic	YOL148c	SPT20	spt20delta gal11delta mutants are synthetic lethal	9335585	902.01.01.02.02.02.01
YOL051w	GAL11	genetic	YOR290c	SNF2	gal11delta snf2delta mutants show synthetic sickness	9335585	902.01.01.02.02
YOL051w	GAL11	genetic	YPL016w	SWI1	swi1delta gal11delta mutants are synthetic lethal	9335585	902.01.01.02.02.02.01
YOL052c	SPE2	physical	YDR214w	YDR214w	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YOL056w	GPM3	physical	YLR387c	YLR387c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL061w	PRPS5	genetic	YOR362c	PRS1	synthetic lethal	9829955	902.01.01.02.02.02.01
YOL061w	PRS5	physical	YER099c	PRS2	two hybrid IST hits: 5	11283351	902.01.01.02.01.07,902.01.09.02
YOL061w	PRS5	physical	YER163c	YER163c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL063c	YOL063c	physical	YGR249w	MGA1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL065c	INP54	physical	YDL204w	YDL204w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL065c	INP54	physical	YIR038c	GTT1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YNL250w	RAD50	two hybrid interaction between coiled-coil motifs (730­1115, 730­1115)	11087867	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YEL034w	HYP2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YNL250w	RAD50	two hybrid interaction between coiled-coil motifs (730­1115, 200­538)	11087867	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YGR119c	NUP57	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YGR238c	KEL2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YIL144w	TID3	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YFL008w	SMC1	two hybrid interaction between coiled-coil motifs (730­1115, 159­497)	11087867	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YNL084c	END3	two hybrid interaction between coiled-coil motifs (730­1115, 277­349)	11087867	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YJR112w	NNF1	two hybrid interaction between coiled-coil motifs (200­538, 113­187)	11087867	902.01.01.02.01.07,902.01.09.02
YNL250w	RAD50	physical	YJR112w	NNF1	two hybrid interaction between coiled-coil motifs (200­538, 59­187)	11087867	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YLR229c	CDC42	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YMR294w	JNM1	two hybrid IST hits: 9	11283351	902.01.01.02.01.07,902.01.09.02
YOL069w	NUF2	physical	YNL086w	YNL086w	two hybrid IST hits: 6	11283351	902.01.01.02.01.07,902.01.09.02
YNL084c	END3	physical	YMR065w	KAR5	two hybrid interaction between coiled-coil motifs (277­349, 302­438)	11087867	902.01.01.02.01.07,902.01.09.02
YNL084c	END3	physical	YJR035w	RAD26	two hybrid interaction between coiled-coil motifs (277­349, 75­146)	11087867	902.01.01.02.01.07,902.01.09.02
YOL075c	YOL075c	physical	YML042w	CAT2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL076w	DEC1	genetic	YOR326w	MYO2	myo2 dec1 mutants are synthetic lethal		902.01.01.02.02.02.01
YOL076w	MDM20	genetic	YOR326w	MYO2	synthetic lethal	9105043	902.01.01.02.02.02.01
YOL082w	CVT19	physical	YOR115c	TRS33	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL082w	CVT19	physical	YOR353c	YOR353c	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL085c	YOL085c	physical	YCR014c	POL4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL090w	MSH2	physical	YOR033c	DHS1	coimmunoprecipitation	9207118	902.01.01.02.01.01
YOL090w	MSH2	physical	YOR033c	EXO1	two hybrid	9207118	902.01.01.02.01.07,902.01.09.01
YOL091w	SPO21	physical	YNL086w	YNL086w	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL094c	RFC4	physical	YNL290w	RFC3	two hybrid IST hits: 6	11283351	902.01.01.02.01.07,902.01.09.02
YOL095c	HMI1	physical	YPL270w	MDL2	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL099c	YOL099c	physical	YHL049c	YHL049c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL099c	YOL099c	physical	YLR056w	ERG3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL102c	TPT1	physical	YBR248c	HIS7	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL104c	NDJ1	physical	YDR383c	YDR383c	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL104c	NDJ1	physical	YJL019w	MPS3	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL105c	WSC3	physical	YJR082c	YJR082c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL105c	WSC3	physical	YOL011w	PLB3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL106w	YOL106w	physical	YFL010c	YFL010c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL106w	YOL106w	physical	YPR182w	SMX3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL107w	YOL107w	physical	YGL053w	PRM8	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL107w	YOL107w	physical	YGL148w	ARO2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL111c	YOL111c	physical	YDL100c	YDL100c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL111c	YOL111c	physical	YOR007c	SGT2	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL113w	SKM1	physical	YGL185c	YGL185c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL115w	TRF4	physical	YGR174c	CBP4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL115w	TRF4	physical	YHR195w	NVJ1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL115w	TRF4	physical	YIL079c	YIL079c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL115w	TRF4	physical	YNL039w	BDP1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL117w	YOL117w	physical	YIL071c	PCI8	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YOL123w	HRP1	physical	YFL018c	LPD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL123w	HRP1	physical	YGL122c	NAB2	two hybrid IST hits: 3	11283351	902.01.01.02.01.07,902.01.09.02
YOL126c	MDH2	physical	YDL100c	YDL100c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL130w	ALR1	physical	YIL009w	FAA3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YDL070w	BDF2	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YDL116w	NUP84	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YDR527w	YDR527w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YLR080w	YLR080w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YLR182w	SWI6	two hybrid IST hits: 4	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YMR048w	CSM3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YMR238w	DFG5	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YNL266w	YNL266w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YNR040w	YNR040w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YOR047c	STD1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL131w	YOL131w	physical	YPL249c	YPL249c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL132w	YOL132w	physical	YLR390w-a	CCW14	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL135c	MED7	physical	YOR174w	MED4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL135c	MED7	physical	YOR174w	MED4	coimmunoprecipitation	9420330	902.01.01.02.01.01
YOL139c	CDC33	genetic	YOR204w	DED1	mutants ded1-120 and ded1-199 are synthetic lethal to cdc33-1 mutation; synthetic lethal	9045610	902.01.01.02.02.02.01
YOL139c	CDC33	physical	YOR276w	CAF20	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YOL139c	CDC33	physical	YOR276w	CAF20	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YOL139c	CDC33	physical	YOR276w	CAF20	copurification	8336723	902.01.01.02.01.01
YOL144w	NOP8	physical	YML121w	GTR1	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
